MID,start,end,rt,self_sex,self_age,residence,participation,IOS_score,target_likedislike,target_sex,target_age,relationship,self_tolerance_score,self_pleasantness_score,self_responsibility_score,self_carefulness_score,self_activeness_score,self_sociability_score,target_tolerance_score,target_pleasantness_score,target_responsibility_score,target_carefulness_score,target_activeness_score,target_sociability_score,completion,stratumID
836.0,2024/02/17-12:51:46,2024/02/17-12:59:02,436.0,2.0,56.0,11.0,1.0,6.0,4.0,1.0,6.0,夫,4.0,1.0,2.0,4.0,4.0,3.0,4.0,1.0,1.0,5.0,3.0,7.0,COMP,13.0
837.0,2024/02/17-13:17:57,2024/02/17-13:20:19,142.0,2.0,32.0,27.0,1.0,7.0,4.0,2.0,5.0,飼い主,7.0,1.0,7.0,1.0,7.0,1.0,3.0,5.0,1.0,7.0,3.0,7.0,COMP,14.0
840.0,2024/02/17-14:00:47,2024/02/17-14:09:37,530.0,1.0,56.0,11.0,1.0,5.0,4.0,1.0,2.0,子供,3.0,5.0,5.0,6.0,4.0,3.0,5.0,4.0,6.0,3.0,5.0,7.0,COMP,12.0
841.0,2024/02/17-14:18:29,2024/02/17-14:22:31,242.0,1.0,54.0,13.0,1.0,7.0,4.0,2.0,5.0,妻,5.0,4.0,5.0,5.0,5.0,6.0,5.0,4.0,4.0,4.0,4.0,5.0,COMP,14.0
844.0,2024/02/17-17:06:51,2024/02/17-17:11:02,251.0,4.0,23.0,14.0,1.0,5.0,4.0,3.0,2.0,,4.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,COMP,12.0
846.0,2024/02/17-18:24:59,2024/02/17-18:30:23,324.0,2.0,47.0,12.0,1.0,6.0,5.0,1.0,4.0,元恋人,3.0,5.0,4.0,6.0,7.0,7.0,7.0,2.0,7.0,1.0,3.0,1.0,COMP,13.0
848.0,2024/02/17-19:59:34,2024/02/17-20:01:48,134.0,2.0,31.0,13.0,1.0,5.0,4.0,1.0,3.0,夫,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,COMP,12.0
851.0,2024/02/17-20:59:50,2024/02/17-21:01:45,115.0,2.0,34.0,8.0,1.0,7.0,6.0,4.0,3.0,,5.0,4.0,3.0,5.0,5.0,5.0,7.0,4.0,5.0,5.0,7.0,3.0,COMP,14.0
852.0,2024/02/17-21:10:01,2024/02/17-21:12:36,155.0,1.0,38.0,30.0,1.0,6.0,6.0,1.0,3.0,なさ,4.0,3.0,4.0,3.0,3.0,4.0,1.0,4.0,4.0,4.0,3.0,2.0,COMP,13.0
854.0,2024/02/17-05:42:22,2024/02/18-06:28:34,89172.0,2.0,51.0,12.0,1.0,7.0,6.0,2.0,5.0,夫　,4.0,3.0,6.0,4.0,5.0,4.0,7.0,1.0,7.0,4.0,4.0,4.0,COMP,14.0
859.0,2024/02/18-15:30:50,2024/02/18-15:40:59,609.0,2.0,55.0,17.0,1.0,7.0,4.0,1.0,5.0,夫,2.0,7.0,3.0,5.0,4.0,2.0,2.0,7.0,4.0,4.0,5.0,4.0,COMP,14.0
860.0,2024/02/18-16:07:58,2024/02/18-16:11:41,223.0,1.0,49.0,1.0,1.0,6.0,4.0,2.0,5.0,妻,4.0,5.0,2.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,COMP,13.0
862.0,2024/02/18-18:31:17,2024/02/18-18:38:03,406.0,1.0,44.0,30.0,1.0,6.0,4.0,2.0,4.0,妻,4.0,3.0,3.0,6.0,5.0,2.0,4.0,5.0,6.0,3.0,3.0,2.0,COMP,13.0
863.0,2024/02/16-15:30:55,2024/02/18-19:24:48,186833.0,2.0,55.0,13.0,1.0,4.0,4.0,4.0,5.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,COMP,11.0
864.0,2024/02/18-20:38:23,2024/02/18-20:42:18,235.0,2.0,56.0,10.0,1.0,6.0,4.0,1.0,5.0,夫,7.0,1.0,1.0,6.0,4.0,4.0,1.0,5.0,6.0,5.0,6.0,2.0,COMP,13.0
865.0,2024/02/18-21:08:22,2024/02/18-21:10:11,109.0,1.0,38.0,13.0,1.0,7.0,6.0,2.0,4.0,妻,1.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,COMP,14.0
867.0,2024/02/18-21:52:51,2024/02/18-22:02:11,560.0,2.0,50.0,1.0,1.0,7.0,6.0,2.0,5.0,同僚,4.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,5.0,4.0,COMP,14.0
868.0,2024/02/16-15:52:02,2024/02/19-07:07:08,227706.0,1.0,41.0,14.0,1.0,5.0,5.0,1.0,3.0,夫,4.0,5.0,7.0,1.0,4.0,6.0,4.0,6.0,5.0,5.0,5.0,5.0,COMP,12.0
869.0,2024/02/19-10:03:38,2024/02/19-10:13:14,576.0,1.0,31.0,32.0,1.0,5.0,4.0,2.0,6.0,母親,4.0,4.0,2.0,5.0,5.0,3.0,2.0,6.0,1.0,6.0,2.0,6.0,COMP,12.0
870.0,2024/02/19-10:38:17,2024/02/19-10:42:29,252.0,2.0,46.0,1.0,1.0,5.0,4.0,1.0,4.0,夫,5.0,5.0,6.0,6.0,5.0,4.0,3.0,6.0,2.0,6.0,2.0,5.0,COMP,12.0
872.0,2024/02/19-11:01:20,2024/02/19-11:03:27,127.0,2.0,42.0,11.0,1.0,7.0,4.0,1.0,4.0,,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,COMP,14.0
883.0,2024/02/19-11:14:36,2024/02/19-11:17:43,187.0,2.0,21.0,1.0,1.0,5.0,5.0,2.0,2.0,友人,4.0,5.0,3.0,3.0,2.0,6.0,3.0,6.0,3.0,3.0,3.0,5.0,COMP,12.0
885.0,2024/02/19-11:21:16,2024/02/19-11:22:57,101.0,2.0,36.0,35.0,1.0,6.0,6.0,2.0,3.0,,7.0,5.0,5.0,3.0,6.0,6.0,4.0,6.0,7.0,7.0,7.0,5.0,COMP,13.0
886.0,2024/02/19-11:11:19,2024/02/19-11:26:34,915.0,1.0,53.0,14.0,1.0,5.0,4.0,2.0,4.0,パートナー,5.0,2.0,1.0,3.0,2.0,2.0,1.0,7.0,2.0,6.0,5.0,7.0,COMP,12.0
892.0,2024/02/19-12:25:05,2024/02/19-12:28:22,197.0,1.0,51.0,34.0,1.0,6.0,5.0,1.0,5.0,夫,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,COMP,13.0
898.0,2024/02/19-12:47:29,2024/02/19-12:49:33,124.0,1.0,45.0,13.0,1.0,7.0,6.0,1.0,4.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,COMP,14.0
899.0,2024/02/19-13:10:33,2024/02/19-13:12:24,111.0,1.0,42.0,1.0,1.0,6.0,5.0,1.0,4.0,母,5.0,5.0,6.0,6.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,COMP,13.0
903.0,2024/02/19-14:47:36,2024/02/19-14:49:56,140.0,1.0,54.0,23.0,1.0,6.0,4.0,1.0,3.0,とも,4.0,4.0,3.0,4.0,6.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,COMP,13.0
904.0,2024/02/19-14:45:41,2024/02/19-14:58:04,743.0,2.0,40.0,13.0,1.0,6.0,5.0,2.0,3.0,夫,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,6.0,5.0,COMP,13.0
906.0,2024/02/19-15:43:15,2024/02/19-15:44:54,99.0,1.0,58.0,28.0,1.0,7.0,6.0,4.0,8.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,COMP,14.0
908.0,2024/02/19-16:02:48,2024/02/19-16:05:11,143.0,2.0,41.0,40.0,1.0,6.0,4.0,1.0,4.0,夫,7.0,7.0,4.0,6.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,COMP,13.0
909.0,2024/02/19-16:09:46,2024/02/19-16:19:55,609.0,2.0,42.0,25.0,1.0,7.0,4.0,1.0,4.0,夫,5.0,3.0,3.0,5.0,7.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,COMP,14.0
913.0,2024/02/19-18:31:57,2024/02/19-18:35:25,208.0,1.0,48.0,1.0,1.0,6.0,4.0,2.0,4.0,妻,4.0,3.0,3.0,5.0,2.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,COMP,13.0
917.0,2024/02/19-11:15:57,2024/02/19-20:07:03,31866.0,1.0,57.0,27.0,1.0,5.0,5.0,1.0,5.0,友達,2.0,6.0,1.0,6.0,3.0,4.0,2.0,5.0,4.0,5.0,4.0,6.0,COMP,12.0
918.0,2024/02/19-20:06:03,2024/02/19-20:50:20,2657.0,2.0,42.0,13.0,1.0,6.0,5.0,2.0,7.0,母,4.0,4.0,2.0,4.0,5.0,4.0,7.0,2.0,7.0,4.0,7.0,1.0,COMP,13.0
919.0,2024/02/19-21:13:25,2024/02/19-21:15:47,142.0,1.0,55.0,21.0,1.0,6.0,5.0,2.0,5.0,配偶者,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,COMP,13.0
920.0,2024/02/19-21:52:19,2024/02/19-21:56:35,256.0,2.0,43.0,21.0,1.0,6.0,4.0,1.0,5.0,夫,3.0,3.0,5.0,3.0,5.0,4.0,2.0,3.0,3.0,5.0,4.0,5.0,COMP,13.0
921.0,2024/02/19-22:04:23,2024/02/19-22:07:03,160.0,2.0,26.0,27.0,1.0,6.0,6.0,1.0,2.0,おっと,4.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,3.0,5.0,COMP,13.0
922.0,2024/02/19-23:24:55,2024/02/19-23:27:11,136.0,1.0,54.0,29.0,1.0,6.0,4.0,2.0,5.0,妻,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,COMP,13.0
923.0,2024/02/19-23:36:16,2024/02/19-23:46:45,629.0,1.0,55.0,26.0,1.0,6.0,6.0,1.0,5.0,妻,1.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,COMP,13.0
924.0,2024/02/20-02:37:31,2024/02/20-02:49:55,744.0,2.0,46.0,6.0,1.0,6.0,4.0,2.0,4.0,姉,5.0,5.0,1.0,7.0,7.0,1.0,7.0,4.0,3.0,4.0,6.0,1.0,COMP,13.0
